item,item-href,title,product details,material,product code,images link-src
Tommy HilfigerMen Genuine Leather BeltRs. 1704Rs. 3099(45% OFF)Sizes: 44,https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-navy-genuine-leather-belt/1378116/buy,Tommy Hilfiger Men Navy Genuine Leather Belt,"Navy genuine leather belt with a tinge of grey, has striped detail
Secured with a tang clasp
Has holes for a customised fit
Warranty: 6 months from the date of purchase","Genuine leather
Wipe with a clean, dry cloth when needed",1378116,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1378116/2016/6/22/11466577745536-Tommy-Hilfiger-Men-Navy-Genuine-Leather-Belt-9921466577745478-2.jpg"
"Pacific GoldMen Reversible BeltRs. 399Rs. 799(50% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black--brown-reversible-belt/1699906/buy,Pacific Gold Men Black & Brown Reversible Belt,"Black and brown reversible belt
Secured with a tang clasp
Has holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",1699906,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1699906/2016/12/24/11482575035710-Pacific-Gold-Men-Belts-9091482575035608-2.jpg"
TitanMen BeltRs. 647Rs. 1295(50% OFF)Sizes: 31,https://www.myntra.com/belts/titan/titan-men-brown-genuine-leather-belt/1875582/buy,Titan Men Brown Genuine Leather Belt,"Brown belt
Reversible: No
Stretchable: No
Secured with a tang closure","Genuine leather 
 Wipe with a clean, dry cloth to remove dust",1875582,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1875582/2017/6/1/11496315172308-Titan-Men-Brown-Solid-Belt-7631496315172152-4.jpg"
"Pacific GoldMen Leather BeltRs. 764Rs. 849(10% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-tan-brown-leather-belt/1024506/buy,Pacific Gold Men Tan Brown Leather Belt,"Tan brown leather belt
Secured with a tang clasp
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1024506,"https://assets.myntassets.com/h_640,q_90,w_480/v1/image/style/properties/1024506/Pacific-Gold-Men-Tan-Brown-Leather-Belt_1_81f8b9026de8088a25ef0140837dd645.jpg"
BuckleUpMen Leather BeltRs. 402Rs. 1149(65% OFF)Sizes: 40,https://www.myntra.com/belts/buckleup/buckleup-men-black-leather-belt/1734728/buy,BuckleUp Men Black Leather Belt,"Black leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months","Leather
Wipe with a clean, dry cloth when needed",1734728,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1734728/2017/1/24/11485241485391-BuckleUp-Men-Belts-3781485241485285-3.jpg"
883 PoliceMen Leather BeltRs. 2249Rs. 2999(25% OFF)Sizes: 34,https://www.myntra.com/belts/883-police/883-police-men-black-leather-belt/1675014/buy,883 Police Men Black Leather Belt,"Black leather belt
Secured with a tang clasp
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1675014,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1675014/2016/12/9/11481276379018-883-Police-Men-Black-Leather-Belt-4111481276378958-3.jpg"
"Pacific GoldMen Reversible BeltRs. 399Rs. 799(50% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black--brown-reversible-belt/1699888/buy,Pacific Gold Men Black & Brown Reversible Belt,"Black and brown reversible belt
Secured with a twist-and-turn tang clasp
Has holes for a customised fit","Synthetic
Wipe with a clean, dry cloth when needed",1699888,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1699888/2016/12/24/11482574492014-Pacific-Gold-Men-Belts-4571482574491976-3.jpg"
"LevisMen Full Grain Leather BeltRs. 1049Rs. 2099(50% OFF)Sizes: 34, 40, 42, 44",https://www.myntra.com/belts/levis/levis-men-black-solid-full-grain-leather-belt/1905786/buy,Levis Men Black Solid Full Grain Leather Belt,"Black solid full grain leather belt
Reversible: No
Stretchable: No
Secured with a push-pin closure
Warranty: No Warranty","100% full grain leather 
Wipe with a clean, dry cloth to remove dust",1905786,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1905786/2017/6/1/11496297906858-Levis-Men-Black-Solid-Belt-311496297906759-1.jpg"
"CHISELMen Reversible Leather BeltRs. 599Rs. 1499(60% OFF)Sizes: 28, 32, 34, 36, 38, 40",https://www.myntra.com/belts/chisel/chisel-men-black--coffee-brown-reversible-leather-belt/1399396/buy,CHISEL Men Black & Coffee Brown Reversible Leather Belt,"Black and coffee brown reversible leather belt
Secured with a pull-and-twist tang clasp
Has holes for a customised fit
Warranty: 3 months against manufacturing defects from the date of purchase","Leather
Wipe with a clean, dry cloth when needed",1399396,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1399396/2016/6/17/11466148226002-CHISEL-Men-Black--Coffee-Brown-Reversible-Leather-Belt-191466148225878-1.jpg"
"Tommy HilfigerMen Genuine Leather BeltRs. 1799Rs. 2999(40% OFF)Sizes: 40, 44",https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-black-genuine-leather-belt/1775540/buy,Tommy Hilfiger Men Black Genuine Leather Belt,"Black genuine leather belt
Secured with a tang clasp
Has holes for a customised fit
Comes with a pouch
Warranty: 6 months from the date of purchase","Genuine leather
Wipe with a clean, dry cloth when needed",1775540,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1775540/2017/4/3/11491217647873-Tommy-Hilfiger-Men-Black-Genuine-Leather-Belt-7111491217647837-3.jpg"
BuckleUpMen Solid BeltRs. 399Rs. 999(60% OFF)Sizes: 34,https://www.myntra.com/belts/buckleup/buckleup-men-black-solid-belt/1913919/buy,BuckleUp Men Black Solid Belt,"Black solid belt
Reversible: No
Stretchable: No
Secured with a tang closure
Warranty: 3 months","Synthetic leather 
 Wipe with a clean, dry cloth to remove dust",1913919,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1913919/2017/5/22/11495436345573-BuckleUp-Men-Black-Solid-Belt-9321495436345472-1.jpg"
"RoadsterGenuine Leather BeltRs. 299Rs. 999(70% OFF)Sizes: 34, 36",https://www.myntra.com/belts/roadster/roadster-men-black-genuine-leather-belt/1295371/buy,Roadster Men Black Genuine Leather Belt,"Black genuine leather belt
Secured with a tang clasp
Holes for a customised fit","Genuine Leather 
Wipe with a clean, dry cloth when needed",1295371,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1295371/2016/6/28/11467109646968-Roadster-Men-Belts-2261467109646876-2.jpg"
RuoshMen Genuine Leather BeltRs. 1267Rs. 1690(25% OFF)Sizes: 38,https://www.myntra.com/belts/ruosh/ruosh-men-brown-textured-genuine-leather-beltas/1361595/buy,Ruosh Men Brown Textured Genuine Leather Beltas,"Brown textured genuine leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months from the date of purchase","Genuine leather
Wipe with a clean, dry cloth when needed",1361595,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1361595/2016/8/18/11471524390537-Ruosh-Men-Belts-8401471524390422-3.jpg"
"PumaMen BeltRs. 934Rs. 1699(45% OFF)Sizes: 30, 42",https://www.myntra.com/belts/puma/puma-men-brown-belt/1208897/buy,PUMA Men Brown Belt,"Brown textured belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months against manufacturing defects","PU
Wipe with a clean, dry cloth when needed",1208897,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1208897/2016/9/27/11474968902824-PUMA-Men-Brown-Belt-1551474968902791-1.jpg"
"Teakwood LeathersMen Textured Leather BeltRs. 944Rs. 2699(65% OFF)Sizes: 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/teakwood-leathers/teakwood-leathers-men-black-textured-leather-belt/1662600/buy,Teakwood Leathers Men Black Textured Leather Belt,"Black textured leather belt
Secured with a stylised slider buckle","Leather
Wipe with a clean, dry cloth when needed",1662600,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1662600/2016/11/30/11480498327657-Teakwood-Leathers-Men-Belts-4211480498327620-1.jpg"
"CHISELMen Leather BeltRs. 599Rs. 1499(60% OFF)Sizes: 28, 30, 32, 34, 36, 38, 40",https://www.myntra.com/belts/chisel/chisel-men-black-leather-belt/1245405/buy,CHISEL Men Black Leather Belt,"Black belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months against manufacturing defects from the date of purchase","Leather
Wipe with a clean, dry cloth when needed",1245405,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1245405/2016/3/2/11456918039676-CHISEL-Men-Belts-2701456918039574-2.jpg"
BuckleUpMen BeltRs. 399Rs. 999(60% OFF)Sizes: 34,https://www.myntra.com/belts/buckleup/buckleup-men-tan-brown-belt/1791321/buy,BuckleUp Men Tan Brown Belt,"Tan brown belt
Secured with a tang clasp
Holes for a customised fit
Warranty: 3 months","Synthetic leather
Wipe with a clean, dry cloth when needed",1791321,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1791321/2017/3/7/11488876086196-BuckleUp-Men-Belts-781488876086112-2.jpg"
"Pacific GoldMen BeltRs. 629Rs. 899(30% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black-belt/1232422/buy,Pacific Gold Men Black Belt,"Black belt
Secured with a tang clasp
Has holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",1232422,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1232422/2016/2/22/11456135921739-Pacific-Gold-Men-Belts-1051456135921710-3.jpg"
"Louis PhilippeMen Reversible Leather BeltRs. 1889Rs. 2099(10% OFF)Sizes: 36, 40, 44",https://www.myntra.com/belts/louis-philippe/louis-philippe-men-black-reversible-leather-belt/1574991/buy,Louis Philippe Men Black Reversible Leather Belt,"Black textured reversible belt 
Secured with a tang clasp
Has holes for a customised fit
Warranty: 1 year","Leather
Wipe with a clean dry cloth",1574991,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1574991/2016/10/21/11477032564538-Louis-Philippe-Men-Belts-2631477032564417-3.jpg"
"Pacific GoldMen Reversible BeltRs. 399Rs. 799(50% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black--brown-reversible-belt/1699910/buy,Pacific Gold Men Black & Brown Reversible Belt,"Black and brown reversible belt
Secured with a pull-and-twist tang clasp
Has holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",1699910,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1699910/2016/12/28/11482919218832-Pacific-Gold-Men-Black--Brown-Reversible-Belt-951482919218688-1.jpg"
Tommy HilfigerMen Genuine Leather BeltRs. 1704Rs. 3099(45% OFF)Sizes: 36,https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-navy-genuine-leather-belt/1378113/buy,Tommy Hilfiger Men Navy Genuine Leather Belt,"Navy genuine leather belt, secured with a tang clasp
Has holes for a customised fit
Comes with a bag
Warranty: 6-month limited warranty from the date of purchase, against manufacturing defects","Genuine leather
Wipe with a clean, dry cloth when needed",1378113,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1378113/2016/6/21/11466512914024-Tommy-Hilfiger-Men-Belts-6421466512913912-2.jpg"
"Second SKINMen Leather Reversible BeltRs. 799Rs. 1999(60% OFF)Sizes: 28, 30, 32, 34, 36, 38, 40",https://www.myntra.com/belts/second-skin/second-skin-men-black--brown-leather-reversible-belt/1846034/buy,Second SKIN Men Black & Brown Leather Reversible Belt,"Black and brown leather reversible belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 6 months from the date of purchase against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1846034,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1846034/2017/4/11/11491900650508-Second-SKIN-Men-Belts-3661491900650447-5.jpg"
Lino PerrosMen Genuine Leather BeltRs. 1795Sizes: 34,https://www.myntra.com/belts/lino-perros/lino-perros-men-brown-genuine-leather-belt/1898273/buy,Lino Perros Men Brown Genuine Leather Belt,"Brown solid belt
Reversible: No
Stretchable: No
Secured with a tang closure","Genuine leather 
 Wipe with a clean, dry cloth to remove dust",1898273,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1898273/2017/8/11/11502434637684-Lino-Perros-Men-Belts-2721502434637611-3.jpg"
"Alvaro CastagninoMen Leather BeltRs. 559Rs. 799(30% OFF)Sizes: 38, 40, 42, 44",https://www.myntra.com/belts/alvaro-castagnino/alvaro-castagnino-men-black-leather-belt/1919544/buy,Alvaro Castagnino Men Black Leather Belt,"Black leather belt
Reversible: No
Stretchable: No
Secured with a tang closure
Warranty: 6 months","Leather 
 Wipe with a clean, dry cloth to remove dust",1919544,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1919544/2017/5/23/11495534649124-Alvaro-Castagnino-Men-Belts-4791495534649167-1.jpg"
"Tommy HilfigerMen Genuine Leather BeltRs. 1619Rs. 2699(40% OFF)Sizes: 32, 40, 44",https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-grey-genuine-leather-belt/1548609/buy,Tommy Hilfiger Men Grey Genuine Leather Belt,"Grey genuine leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 6 months from the date of purchase","Genuine leather
Wipe with a clean, dry cloth when needed",1548609,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1548609/2016/9/30/11475220714883-Tommy-Hilfiger-Men-Grey-Genuine-Leather-Belt-431475220714762-2.jpg"
"Ligans NYMen Leather BeltRs. 1046Rs. 1395(25% OFF)Sizes: 28, 30, 32, 34, 36, 38, 40",https://www.myntra.com/belts/ligans-ny/ligans-ny-men-black--brown-leather-belt/1249185/buy,Ligans NY Men Black & Brown Leather Belt,"Black and brown reversible textured belt
Secured with a tang clasp
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1249185,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1249185/2016/3/8/11457430125476-Ligans-NY-Men-Black--Brown-Leather-Belt-6531457430125336-2.jpg"
"United Colors of BenettonMen Solid Reversible BeltRs. 1099Rs. 2199(50% OFF)Sizes: 30, 32, 34",https://www.myntra.com/belts/united-colors-of-benetton/united-colors-of-benetton-men-black--blue-solid-leather-reversible-belt/1963574/buy,United Colors of Benetton Men Black & Blue Solid Leather Reversible Belt,"Black and blue solid leather belt
Reversible: Yes
Stretchable: No
Secured with a tang closure
Warranty: No Warranty","Leather 
Wipe with a clean, dry cloth to remove dust",1963574,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1963574/2017/6/21/11498033862884-United-Colors-of-Benetton-Men-Black--Teal-Solid-Belt-9971498033862738-1.jpg"
"Alvaro CastagninoMen Genuine Leather BeltRs. 1329Rs. 1899(30% OFF)Sizes: 40, 42",https://www.myntra.com/belts/alvaro-castagnino/alvaro-castagnino-men-black-genuine-leather-belt/1479627/buy,Alvaro Castagnino Men Black Genuine Leather Belt,"Black textured belt 
Secured with a push-pin closure 
Has holes for a customised fit","Genuine leather
Wipe with a clean, dry cloth when needed",1479627,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1479627/2016/8/18/11471496560807-Alvaro-Castagnino-Men-Black-Genuine-Leather-Belt-4611471496560957-3.jpg"
"Pacific GoldMen BeltRs. 411Rs. 549(25% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-brown-belt/997939/buy,Pacific Gold Men Brown Belt,"Brown belt
Secured with a tang clasp and a fixed loop to hold the belt in place
Holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",997939,"https://assets.myntassets.com/h_640,q_90,w_480/v1/image/style/properties/997939/Pacific-Gold-Men-Belts_1_2b1ff3de9704b125fd92cd936060bb95.jpg"
INVICTUSMen Leather Reversible BeltRs. 479Rs. 1599(70% OFF)Sizes: 34,https://www.myntra.com/belts/invictus/invictus-men-black--brown-leather-reversible-belt/1432269/buy,INVICTUS Men Black & Brown Leather Reversible Belt,"Black and brown reversible leather belt
Secured with a twist tang clasp
Has holes for a customised fit
Warranty: 30 days against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1432269,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1432269/2016/8/3/11470217290407-INVICTUS-Men-Black--Brown-Leather-Reversible-Belt-2971470217290386-3.jpg"
"CHISELMen Leather BeltRs. 679Rs. 1699(60% OFF)Sizes: 30, 32, 34, 36, 38",https://www.myntra.com/belts/chisel/chisel-men-black--brown-textured-leather-belt/1875984/buy,CHISEL Men Black & Brown Textured Leather Belt,"Black textured leather belt
Secured with a slider buckle
Has holes for a customised fit
Warranty: 3 months against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1875984,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1875984/2017/4/28/11493359212307-CHISEL-Men-Belts-5341493359212222-2.jpg"
Swiss DesignSwiss Design Men Yellow BeltRs. 596Rs. 795(25% OFF)Sizes: Onesize,https://www.myntra.com/belts/swiss-design/swiss-design-men-yellow-belt/927082/buy,Swiss Design Men Yellow Belt,"Yellow belt with studded details
Secured with a tang clasp
Has holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",927082,"https://assets.myntassets.com/h_640,q_90,w_480/v1/image/style/properties/927082/Swiss-Design-Men-Yellow-Belt_1_e6d46f2f81233b7e89518f62239ac738.jpg"
Ligans NYMen Leather BeltRs. 1271Rs. 1695(25% OFF)Sizes: 28,https://www.myntra.com/belts/ligans-ny/ligans-ny-men-brown-leather-belt/805998/buy,Ligans NY Men Brown Leather Belt,"Brown textured belt with stitched detail
Secured with a tang clasp, has an overlay, metallic detail and a fixed loop to hold the belt in place
Holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",805998,"https://assets.myntassets.com/h_640,q_90,w_480/v1/images/style/properties/Ligans-NY-Men-Brown-Leather-Belt_8ba28ad4a7b21fb0b69cf615c58f1115_images.jpg"
"CHISELMen Reversible Leather BeltRs. 679Rs. 1699(60% OFF)Sizes: 30, 32, 34, 36, 38, 40",https://www.myntra.com/belts/chisel/chisel-men-black--brown-reversible-leather-belt/1619725/buy,CHISEL Men Black & Brown Reversible Leather Belt,"Black and brown reversible leather belt
Secured with a push-pin closure
Has holes for a customised fit
Warranty: 3 months from the date of purchase against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1619725,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1619725/2016/11/7/11478511574319-CHISEL-Men-Black-Reversible-Leather-Belt-8771478511574235-1.jpg"
